SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID,Refcode,BioProject,Repository,Fastq,Focus of study,Notes,Analysis
Pound7,POUND 7,transcriptomic,SRR17587557 NCBI ENA,SRX13756420,SAMN23610942,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
Pound7,POUND 7,transcriptomic,SRR17587556 NCBI ENA,SRX13756421,SAMN23610943,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
Pound7,POUND 7,transcriptomic,SRR17587552 NCBI ENA,SRX13756425,SAMN23610944,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Control,
Pound7,POUND 7,transcriptomic,SRR17587550 NCBI ENA,SRX13756427,SAMN23610946,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
Pound7,POUND 7,transcriptomic,SRR17587549 NCBI ENA,SRX13756428,SAMN23610947,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
Pound7,POUND 7,transcriptomic,SRR17587551 NCBI ENA,SRX13756426,SAMN23610945,"USDA-ARS, Beltsville, USA",,BAR22A,,,,,Treated (inoculated with Black Pod),
,,genomic,,,,,,NEB23A,PRJNA982528,NCBI ENA,y,population analysis,,
,,genomic,,,,,,COR18A,PRJNA486011,NCBI ENA,y,population analysis,,-
,,genomic,,,,,,COR18A,PRJEB28591,EVA,-,population analysis,,ERZ696780
1004F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116352 NCBI ENA,SRX8638477,SAMN15348370,BRA074,,WON22A,,,,,,
1005F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116351 NCBI ENA,SRX8638478,SAMN15348371,BRA074,,WON22A,,,,,,
1006F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116057 NCBI ENA,SRX8638735,SAMN15348372,BRA074,,WON22A,,,,,,
1012F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116090 NCBI ENA,SRX8638738,SAMN15348373,BRA074,,WON22A,,,,,,
1017F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116382 NCBI ENA,SRX8639029,SAMN15348374,BRA074,,WON22A,,,,,,
1017F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115976 NCBI ENA,SRX8638852,SAMN15348375,BRA074,,WON22A,,,,,,
101F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116170 NCBI ENA,SRX8638658,SAMN15348376,BRA074,,WON22A,,,,,,
1022F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116267 NCBI ENA,SRX8638561,SAMN15348377,BRA074,,WON22A,,,,,,
1022F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116256 NCBI ENA,SRX8638572,SAMN15348378,BRA074,,WON22A,,,,,,
1026F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116245 NCBI ENA,SRX8638583,SAMN15348379,BRA074,,WON22A,,,,,,
1028F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116350 NCBI ENA,SRX8638479,SAMN15348380,BRA074,,WON22A,,,,,,
102F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116451 NCBI ENA,SRX8638960,SAMN15348381,BRA074,,WON22A,,,,,,
1030F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116440 NCBI ENA,SRX8638971,SAMN15348382,BRA074,,WON22A,,,,,,
1031F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116429 NCBI ENA,SRX8638982,SAMN15348383,BRA074,,WON22A,,,,,,
1032F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116015 NCBI ENA,SRX8638813,SAMN15348384,BRA074,,WON22A,,,,,,
1032F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116004 NCBI ENA,SRX8638824,SAMN15348385,BRA074,,WON22A,,,,,,
1033F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115993 NCBI ENA,SRX8638835,SAMN15348386,BRA074,,WON22A,,,,,,
1034F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116126 NCBI ENA,SRX8638702,SAMN15348387,BRA074,,WON22A,,,,,,
1036F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116115 NCBI ENA,SRX8638713,SAMN15348388,BRA074,,WON22A,,,,,,
1037F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116104 NCBI ENA,SRX8638724,SAMN15348389,BRA074,,WON22A,,,,,,
1043F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116056 NCBI ENA,SRX8638772,SAMN15348390,BRA074,,WON22A,,,,,,
1045F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116045 NCBI ENA,SRX8638783,SAMN15348391,BRA074,,WON22A,,,,,,
1051F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116034 NCBI ENA,SRX8638794,SAMN15348392,BRA074,,WON22A,,,,,,
1054F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116023 NCBI ENA,SRX8638805,SAMN15348393,BRA074,,WON22A,,,,,,
1059F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116228 NCBI ENA,SRX8638600,SAMN15348394,BRA074,,WON22A,,,,,,
1061F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116217 NCBI ENA,SRX8638611,SAMN15348395,BRA074,,WON22A,,,,,,
1065F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116206 NCBI ENA,SRX8638622,SAMN15348396,BRA074,,WON22A,,,,,,
1067F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116303 NCBI ENA,SRX8638525,SAMN15348397,BRA074,,WON22A,,,,,,
1068F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116292 NCBI ENA,SRX8638536,SAMN15348398,BRA074,,WON22A,,,,,,
1069F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116281 NCBI ENA,SRX8638547,SAMN15348399,BRA074,,WON22A,,,,,,
1070F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116089 NCBI ENA,SRX8638739,SAMN15348400,BRA074,,WON22A,,,,,,
1074F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116078 NCBI ENA,SRX8638750,SAMN15348401,BRA074,,WON22A,,,,,,
1075F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116067 NCBI ENA,SRX8638761,SAMN15348402,BRA074,,WON22A,,,,,,
1079F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116164 NCBI ENA,SRX8638664,SAMN15348403,BRA074,,WON22A,,,,,,
107F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116153 NCBI ENA,SRX8638675,SAMN15348404,BRA074,,WON22A,,,,,,
1080F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116142 NCBI ENA,SRX8638686,SAMN15348405,BRA074,,WON22A,,,,,,
1082F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116131 NCBI ENA,SRX8638697,SAMN15348406,BRA074,,WON22A,,,,,,
1085F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116339 NCBI ENA,SRX8638490,SAMN15348407,BRA074,,WON22A,,,,,,
1090F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116328 NCBI ENA,SRX8638501,SAMN15348408,BRA074,,WON22A,,,,,,
1091F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116317 NCBI ENA,SRX8638512,SAMN15348409,BRA074,,WON22A,,,,,,
1096F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116381 NCBI ENA,SRX8639030,SAMN15348410,BRA074,,WON22A,,,,,,
1097F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116370 NCBI ENA,SRX8639041,SAMN15348411,BRA074,,WON22A,,,,,,
109F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116359 NCBI ENA,SRX8639052,SAMN15348412,BRA074,,WON22A,,,,,,
10F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116420 NCBI ENA,SRX8638991,SAMN15348413,BRA074,,WON22A,,,,,,
110F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116409 NCBI ENA,SRX8639002,SAMN15348414,BRA074,,WON22A,,,,,,
1110F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116398 NCBI ENA,SRX8639013,SAMN15348415,BRA074,,WON22A,,,,,,
1112F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116531 NCBI ENA,SRX8638880,SAMN15348416,BRA074,,WON22A,,,,,,
1114F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116520 NCBI ENA,SRX8638891,SAMN15348417,BRA074,,WON22A,,,,,,
1114F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116509 NCBI ENA,SRX8638902,SAMN15348418,BRA074,,WON22A,,,,,,
1117F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116498 NCBI ENA,SRX8638913,SAMN15348419,BRA074,,WON22A,,,,,,
1118F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115975 NCBI ENA,SRX8638853,SAMN15348420,BRA074,,WON22A,,,,,,
1123F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116547 NCBI ENA,SRX8638864,SAMN15348421,BRA074,,WON22A,,,,,,
112F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116536 NCBI ENA,SRX8638875,SAMN15348422,BRA074,,WON22A,,,,,,
1133F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116489 NCBI ENA,SRX8638922,SAMN15348423,BRA074,,WON22A,,,,,,
1134F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116478 NCBI ENA,SRX8638933,SAMN15348424,BRA074,,WON22A,,,,,,
1135F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116467 NCBI ENA,SRX8638944,SAMN15348425,BRA074,,WON22A,,,,,,
1138F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116197 NCBI ENA,SRX8638631,SAMN15348426,BRA074,,WON22A,,,,,,
1138F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116186 NCBI ENA,SRX8638642,SAMN15348427,BRA074,,WON22A,,,,,,
1141F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116175 NCBI ENA,SRX8638653,SAMN15348428,BRA074,,WON22A,,,,,,
1146F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116171 NCBI ENA,SRX8638657,SAMN15348429,BRA074,,WON22A,,,,,,
1148F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116169 NCBI ENA,SRX8638659,SAMN15348430,BRA074,,WON22A,,,,,,
1148F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116168 NCBI ENA,SRX8638660,SAMN15348431,BRA074,,WON22A,,,,,,
1149F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116167 NCBI ENA,SRX8638661,SAMN15348432,BRA074,,WON22A,,,,,,
1152F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116166 NCBI ENA,SRX8638662,SAMN15348433,BRA074,,WON22A,,,,,,
115F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116273 NCBI ENA,SRX8638663,SAMN15348434,BRA074,,WON22A,,,,,,
115F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116272 NCBI ENA,SRX8638556,SAMN15348435,BRA074,,WON22A,,,,,,
1164F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116271 NCBI ENA,SRX8638557,SAMN15348436,BRA074,,WON22A,,,,,,
1167F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116270 NCBI ENA,SRX8638558,SAMN15348437,BRA074,,WON22A,,,,,,
1168F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116269 NCBI ENA,SRX8638559,SAMN15348438,BRA074,,WON22A,,,,,,
1169F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116268 NCBI ENA,SRX8638560,SAMN15348439,BRA074,,WON22A,,,,,,
116F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116266 NCBI ENA,SRX8638562,SAMN15348440,BRA074,,WON22A,,,,,,
1170F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116265 NCBI ENA,SRX8638563,SAMN15348441,BRA074,,WON22A,,,,,,
1174F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116264 NCBI ENA,SRX8638564,SAMN15348442,BRA074,,WON22A,,,,,,
1175F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116263 NCBI ENA,SRX8638565,SAMN15348443,BRA074,,WON22A,,,,,,
1178F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116262 NCBI ENA,SRX8638566,SAMN15348444,BRA074,,WON22A,,,,,,
1181F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116261 NCBI ENA,SRX8638567,SAMN15348445,BRA074,,WON22A,,,,,,
1181F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116260 NCBI ENA,SRX8638568,SAMN15348446,BRA074,,WON22A,,,,,,
1187F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116259 NCBI ENA,SRX8638569,SAMN15348447,BRA074,,WON22A,,,,,,
118F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116258 NCBI ENA,SRX8638570,SAMN15348448,BRA074,,WON22A,,,,,,
1190F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116257 NCBI ENA,SRX8638571,SAMN15348449,BRA074,,WON22A,,,,,,
1195F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116255 NCBI ENA,SRX8638573,SAMN15348450,BRA074,,WON22A,,,,,,
1197F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116254 NCBI ENA,SRX8638574,SAMN15348451,BRA074,,WON22A,,,,,,
1199F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116253 NCBI ENA,SRX8638575,SAMN15348452,BRA074,,WON22A,,,,,,
11F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116252 NCBI ENA,SRX8638576,SAMN15348453,BRA074,,WON22A,,,,,,
11F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116251 NCBI ENA,SRX8638577,SAMN15348454,BRA074,,WON22A,,,,,,
1200F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116250 NCBI ENA,SRX8638578,SAMN15348455,BRA074,,WON22A,,,,,,
1203F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116249 NCBI ENA,SRX8638579,SAMN15348456,BRA074,,WON22A,,,,,,
120F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116248 NCBI ENA,SRX8638580,SAMN15348457,BRA074,,WON22A,,,,,,
1217F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116247 NCBI ENA,SRX8638581,SAMN15348458,BRA074,,WON22A,,,,,,
121F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116246 NCBI ENA,SRX8638582,SAMN15348459,BRA074,,WON22A,,,,,,
1225F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116244 NCBI ENA,SRX8638584,SAMN15348460,BRA074,,WON22A,,,,,,
122F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116243 NCBI ENA,SRX8638585,SAMN15348461,BRA074,,WON22A,,,,,,
1241F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116242 NCBI ENA,SRX8638586,SAMN15348462,BRA074,,WON22A,,,,,,
1248F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116241 NCBI ENA,SRX8638587,SAMN15348463,BRA074,,WON22A,,,,,,
1248F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116240 NCBI ENA,SRX8638588,SAMN15348464,BRA074,,WON22A,,,,,,
1250F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116239 NCBI ENA,SRX8638589,SAMN15348465,BRA074,,WON22A,,,,,,
1255F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116238 NCBI ENA,SRX8638590,SAMN15348466,BRA074,,WON22A,,,,,,
1256F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116312 NCBI ENA,SRX8638591,SAMN15348467,BRA074,,WON22A,,,,,,
125F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116311 NCBI ENA,SRX8638518,SAMN15348468,BRA074,,WON22A,,,,,,
1261F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116309 NCBI ENA,SRX8638519,SAMN15348469,BRA074,,WON22A,,,,,,
1263F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116349 NCBI ENA,SRX8638480,SAMN15348470,BRA074,,WON22A,,,,,,
1264F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116460 NCBI ENA,SRX8638481,SAMN15348471,BRA074,,WON22A,,,,,,
1269F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116459 NCBI ENA,SRX8638952,SAMN15348472,BRA074,,WON22A,,,,,,
1271F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116458 NCBI ENA,SRX8638953,SAMN15348473,BRA074,,WON22A,,,,,,
1275F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116457 NCBI ENA,SRX8638954,SAMN15348474,BRA074,,WON22A,,,,,,
1277F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116456 NCBI ENA,SRX8638955,SAMN15348475,BRA074,,WON22A,,,,,,
1278F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116455 NCBI ENA,SRX8638956,SAMN15348476,BRA074,,WON22A,,,,,,
1281F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116454 NCBI ENA,SRX8638957,SAMN15348477,BRA074,,WON22A,,,,,,
1285F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116453 NCBI ENA,SRX8638958,SAMN15348478,BRA074,,WON22A,,,,,,
1286F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116452 NCBI ENA,SRX8638959,SAMN15348479,BRA074,,WON22A,,,,,,
1293F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116450 NCBI ENA,SRX8638961,SAMN15348480,BRA074,,WON22A,,,,,,
1299F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116449 NCBI ENA,SRX8638962,SAMN15348481,BRA074,,WON22A,,,,,,
12F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116448 NCBI ENA,SRX8638963,SAMN15348482,BRA074,,WON22A,,,,,,
1308F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116447 NCBI ENA,SRX8638964,SAMN15348483,BRA074,,WON22A,,,,,,
1312F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116446 NCBI ENA,SRX8638965,SAMN15348484,BRA074,,WON22A,,,,,,
1313F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116445 NCBI ENA,SRX8638966,SAMN15348485,BRA074,,WON22A,,,,,,
1316F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116444 NCBI ENA,SRX8638967,SAMN15348486,BRA074,,WON22A,,,,,,
1319F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116443 NCBI ENA,SRX8638968,SAMN15348487,BRA074,,WON22A,,,,,,
131F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116442 NCBI ENA,SRX8638969,SAMN15348488,BRA074,,WON22A,,,,,,
1333F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116441 NCBI ENA,SRX8638970,SAMN15348489,BRA074,,WON22A,,,,,,
1335F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116439 NCBI ENA,SRX8638972,SAMN15348490,BRA074,,WON22A,,,,,,
1335F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116438 NCBI ENA,SRX8638973,SAMN15348491,BRA074,,WON22A,,,,,,
1337F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116437 NCBI ENA,SRX8638974,SAMN15348492,BRA074,,WON22A,,,,,,
1339F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116436 NCBI ENA,SRX8638975,SAMN15348493,BRA074,,WON22A,,,,,,
1341F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116435 NCBI ENA,SRX8638976,SAMN15348494,BRA074,,WON22A,,,,,,
1344F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116434 NCBI ENA,SRX8638977,SAMN15348495,BRA074,,WON22A,,,,,,
134F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116433 NCBI ENA,SRX8638978,SAMN15348496,BRA074,,WON22A,,,,,,
1350F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116432 NCBI ENA,SRX8638979,SAMN15348497,BRA074,,WON22A,,,,,,
1354F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116431 NCBI ENA,SRX8638980,SAMN15348498,BRA074,,WON22A,,,,,,
1355F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116430 NCBI ENA,SRX8638981,SAMN15348499,BRA074,,WON22A,,,,,,
1357F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116428 NCBI ENA,SRX8638983,SAMN15348500,BRA074,,WON22A,,,,,,
1358F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116427 NCBI ENA,SRX8638984,SAMN15348501,BRA074,,WON22A,,,,,,
136F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116426 NCBI ENA,SRX8638985,SAMN15348502,BRA074,,WON22A,,,,,,
1374F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116425 NCBI ENA,SRX8638986,SAMN15348503,BRA074,,WON22A,,,,,,
1376F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116021 NCBI ENA,SRX8638987,SAMN15348504,BRA074,,WON22A,,,,,,
1377F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116020 NCBI ENA,SRX8638808,SAMN15348505,BRA074,,WON22A,,,,,,
1378F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116019 NCBI ENA,SRX8638809,SAMN15348506,BRA074,,WON22A,,,,,,
1387F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116018 NCBI ENA,SRX8638810,SAMN15348507,BRA074,,WON22A,,,,,,
138F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116017 NCBI ENA,SRX8638811,SAMN15348508,BRA074,,WON22A,,,,,,
1390F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116016 NCBI ENA,SRX8638812,SAMN15348509,BRA074,,WON22A,,,,,,
1396F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116014 NCBI ENA,SRX8638814,SAMN15348510,BRA074,,WON22A,,,,,,
1398F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116013 NCBI ENA,SRX8638815,SAMN15348511,BRA074,,WON22A,,,,,,
1403F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116012 NCBI ENA,SRX8638816,SAMN15348512,BRA074,,WON22A,,,,,,
1404F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116011 NCBI ENA,SRX8638817,SAMN15348513,BRA074,,WON22A,,,,,,
1405F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116010 NCBI ENA,SRX8638818,SAMN15348514,BRA074,,WON22A,,,,,,
1406F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116009 NCBI ENA,SRX8638819,SAMN15348515,BRA074,,WON22A,,,,,,
1407F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116008 NCBI ENA,SRX8638820,SAMN15348516,BRA074,,WON22A,,,,,,
1410F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116007 NCBI ENA,SRX8638821,SAMN15348517,BRA074,,WON22A,,,,,,
1412F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116006 NCBI ENA,SRX8638822,SAMN15348518,BRA074,,WON22A,,,,,,
1415F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116005 NCBI ENA,SRX8638823,SAMN15348519,BRA074,,WON22A,,,,,,
1415F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116003 NCBI ENA,SRX8638825,SAMN15348520,BRA074,,WON22A,,,,,,
1416F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116002 NCBI ENA,SRX8638826,SAMN15348521,BRA074,,WON22A,,,,,,
1421F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116001 NCBI ENA,SRX8638827,SAMN15348522,BRA074,,WON22A,,,,,,
1425F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116000 NCBI ENA,SRX8638828,SAMN15348523,BRA074,,WON22A,,,,,,
1428F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115999 NCBI ENA,SRX8638829,SAMN15348524,BRA074,,WON22A,,,,,,
1430F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115998 NCBI ENA,SRX8638830,SAMN15348525,BRA074,,WON22A,,,,,,
1431F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115997 NCBI ENA,SRX8638831,SAMN15348526,BRA074,,WON22A,,,,,,
1432F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115996 NCBI ENA,SRX8638832,SAMN15348527,BRA074,,WON22A,,,,,,
1433F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115995 NCBI ENA,SRX8638833,SAMN15348528,BRA074,,WON22A,,,,,,
1434F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115994 NCBI ENA,SRX8638834,SAMN15348529,BRA074,,WON22A,,,,,,
1440F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115992 NCBI ENA,SRX8638836,SAMN15348530,BRA074,,WON22A,,,,,,
