Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
SC 34 [COL],orbicular,moderate,-,-,-,-,-,-,ICA86A,absent,rounded,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 35 [COL],orbicular,moderate,0.65 mm,193.5,95.8,red - orange,705.0,2.01,ICA86A,moderate,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 37 [COL],elliptical,moderate,0.65 mm,189.6,88.1,orange,558.0,2.15,ICA86A,moderate,attenuate,,"7 prominance of spacing 5 (ICA___DS, 7 and 5)",moderate,,,,,,,
SC 38 [COL],elliptical,moderate,0.60 mm,201.8,94.4,yellow - orange,584.0,2.13,ICA86A,strong,attenuate,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",soft,,,,,,,
SC 4 [COL],-,-,-,-,-,-,-,-,ICA86A,moderate - slight,acute,,-,-,,,,,,,
SC 40 [COL],orbicular,moderate,0.50 mm,189.7,82.5,orange,527.0,2.29,ICA86A,absent,attenuate,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",moderate,,,,,,,
SC 41 [COL],elliptical,moderate,0.63 mm,176.2,81.0,red - orange,546.0,2.17,ICA86A,strong,attenuate,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 42 [COL],orbicular,moderate,0.58 mm,188.0,90.9,yellow,512.0,1.98,ICA86A,slight,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 45 [COL],orbicular,moderate,0.60 mm,207.5,94.9,red - orange,783.0,2.18,ICA86A,absent,-,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 47 [COL],orbicular,moderate,0.50 mm,187.1,81.4,red,527.0,2.29,ICA86A,slight,acute,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",moderate,,,,,,,
SC 48 [COL],orbicular,moderate,0.50 mm,190.3,86.7,red,544.0,2.19,ICA86A,slight,acute,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",moderate,,,,,,,
SC 49 [COL],orbicular,intense,0.50 mm,212.4,95.6,dark red - green,692.0,2.22,ICA86A,slight,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 5 [COL],orbicular,moderate,0.70 mm,204.8,101.6,dark red,786.0,2.02,ICA86A,moderate - slight,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 50 [COL],orbicular,intense,0.65 mm,187.4,87.2,red - orange,547.0,2.30,ICA86A,slight,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 51 [COL],elliptical,moderate,0.43 mm,192.5,75.1,yellow,437.0,2.56,ICA86A,strong,attenuate,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",soft,,,,,,,
SC 54 [COL],orbicular,intense,0.50 mm,184.0,86.0,yellow,571.0,2.13,ICA86A,slight,attenuate,,-,moderate,,,,,,,
SC 55 [COL],-,smooth,0.86 mm,-,-,-,-,-,ICA86A,slight,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",moderate,,,,,,,
SC 56 [COL],elliptical,moderate,0.50 mm,191.8,79.2,yellow,413.0,2.42,ICA86A,strong,acute,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 6 [COL],orbicular,very slight,0.58 mm,205.1,89.6,red - yellow,674.0,2.28,ICA86A,moderate - slight,attenuate,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 8 [COL],orbicular,slight,0.58 mm,205.1,89.6,red - yellow,674.0,2.28,ICA86A,moderate - slight,attenuate,,"7 prominance of spacing 3 (ICA___DS, 7 and 3)",moderate,,,,,,,
SC 9 [COL],orbicular,moderate,0.60 mm,192.6,97.2,red - yellow,683.0,1.98,ICA86A,slight,acute,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",moderate,,,,,,,
SPA 10 [COL],oblong,smooth,0.56 mm,155.0,80.9,orange - green,419.0,1.91,ICA86A,moderate,rounded,,"3 prominance of spacing 1 (ICA___DS, 3 and 1)",hard,,,,,,,
SPA 11 [COL],orbicular,smooth,0.62 mm,159.9,93.0,yellow,465.0,1.71,ICA86A,absent,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 12 [COL],orbicular,slight,0.62 mm,159.0,93.0,yellow,465.0,1.75,ICA86A,slight,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 13 [COL],orbicular,smooth,0.50 mm,162.0,88.1,orange,497.0,1.81,ICA86A,slight,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 14 [COL],orbicular,slight,0.58 mm,151.3,76.8,orange,315.0,1.97,ICA86A,slight,rounded,,"5 prominance of spacing 5 (ICA___DS, 5 and 5)",hard,,,,,,,
SPA 15 [COL],oblong,smooth,0.53 mm,157.9,83.1,yellow,388.0,1.90,ICA86A,moderate,rounded,,"0 prominance of spacing 1 (ICA___DS, 0 and 1)",hard,,,,,,,
SPA 16 [COL],oblong,smooth,0.55 mm,161.6,87.3,yellow,514.0,1.85,ICA86A,slight,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",hard,,,,,,,
SPA 17 [COL],oblong,smooth,0.66 mm,159.2,81.6,yellow,513.0,1.85,ICA86A,moderate,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",hard,,,,,,,
SPA 18 [COL],oblong,slight,0.65 mm,161.9,82.4,orange,411.0,1.96,ICA86A,moderate,rounded,,"1 prominance of spacing 1 (ICA___DS, 1 and 1)",hard,,,,,,,
SPA 19 [COL],orbicular,smooth,-,-,-,-,-,-,ICA86A,moderate - slight,attenuate,,"0 prominance of spacing (ICA___DS, 0 and 0)",moderate,,,,,,,
SPA 2 [COL],oblong,slight,0.53 mm,142.7,80.4,orange,350.0,1.77,ICA86A,moderate,rounded,,"0 prominance of spacing (ICA___DS, 0 and 0)",hard,,,,,,,
SPA 20 [COL],orbicular,slight,0.50 mm,155.2,77.7,yellow,378.0,1.99,ICA86A,moderate - slight,rounded,,"3 prominance of spacing 7 (ICA___DS, 3 and 7)",moderate,,,,,,,
SPA 22 [COL],orbicular,slight,0.61 mm,143.6,80.3,yellow,375.0,1.67,ICA86A,absent,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",hard,,,,,,,
SPA 3 [COL],oblong,slight,0.50 mm,147.2,79.0,orange,360.0,1.86,ICA86A,slight,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 3 [COL],orbicular,slight,0.97 mm,160.4,85.4,orange,113.0,1.87,ICA86A,absent,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",hard,,,,,,,
SPA 4 [COL],oblong,smooth,-,-,-,yellow,-,-,ICA86A,moderate,rounded,,"3 prominance of spacing 3 (ICA___DS, 3 and 3)",hard,,,,,,,
SPA 6 [COL],orbicular,smooth,0.50 mm,176.8,90.8,yellow,599.0,1.94,ICA86A,absent,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 7 [COL],orbicular,smooth,0.50 mm,183.6,87.5,orange,661.0,2.09,ICA86A,absent,rounded,,"3 prominance of spacing 1 (ICA___DS, 3 and 1)",soft,,,,,,,
SPA 8 [COL],oblong,smooth,0.50 mm,151.9,79.5,yellow,386.0,1.91,ICA86A,slight,acute,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
SPA 9 [COL],orbicular,slight,0.65 mm,158.1,88.0,yellow,483.0,1.79,ICA86A,absent,rounded,,"3 prominance of spacing 5 (ICA___DS, 3 and 5)",hard,,,,,,,
GU 112,,slight - moderate,,-,-,,470.0,-,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,340.0,,,,,,
GU 113,,slight - moderate,,150.0,80.0,,280.0,1.88,SAL87A,slight,acute,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,185.0,,,,,,
GU 114,,very slight - slight,,150.0,85.0,,320.0,1.76,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,220.0,,,,,,
GU 115,,smooth,,115.0,80.0,,220.0,1.44,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,155.0,,,,,,
GU 116,,smooth,,155.0,90.0,,415.0,1.72,SAL87A,slight,mammillate,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,240.0,,,,,,
GU 117,,-,,150.0,80.0,,340.0,1.88,SAL87A,slight,rounded,,-,,280.0,,,,,,
GU 122,,smooth,,130.0,95.0,,415.0,1.37,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,300.0,,,,,,
GU 123,,smooth,,130.0,90.0,,380.0,1.44,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,250.0,,,,,,
GU 124,,very slight - slight,,105.0,75.0,,255.0,1.40,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,220.0,,,,,,
GU 125,,very slight - slight,,135.0,80.0,,380.0,1.69,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,260.0,,,,,,
GU 126,,slight,,135.0,75.0,,315.0,1.80,SAL87A,very slight,acute,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,230.0,,,,,,
GU 127,,slight - moderate,,120.0,60.0,,155.0,2.00,SAL87A,moderate,acuminate,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,125.0,,,,,,
GU 128,,intense,,190.0,90.0,,720.0,2.11,SAL87A,very slight,acute,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,520.0,,,,,,
GU 129,,slight - moderate,,145.0,85.0,,455.0,1.71,SAL87A,slight - moderate,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,305.0,,,,,,
GU 130,,slight - moderate,,125.0,70.0,,295.0,1.79,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,220.0,,,,,,
GU 131,,moderate,,150.0,80.0,,415.0,1.88,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,325.0,,,,,,
GU 132,,slight - moderate,,140.0,75.0,,285.0,1.87,SAL87A,slight,acute,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,215.0,,,,,,
GU 133,,slight,,150.0,85.0,,440.0,1.76,SAL87A,moderate,mammillate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,250.0,,,,,,
GU 134,,moderate,,155.0,85.0,,485.0,1.82,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,370.0,,,,,,
GU 135,,slight - moderate,,150.0,80.0,,410.0,1.88,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,325.0,,,,,,
GU 136,,slight,,130.0,70.0,,260.0,1.86,SAL87A,moderate,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,220.0,,,,,,
GU 137,,moderate,,160.0,80.0,,485.0,2.00,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,360.0,,,,,,
GU 138,,very slight,,140.0,80.0,,365.0,1.75,SAL87A,moderate,-,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,255.0,,,,,,
GU 139,,moderate,,150.0,80.0,,390.0,1.88,SAL87A,slight - moderate,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,300.0,,,,,,
GU 140,,moderate,,135.0,80.0,,440.0,1.69,SAL87A,slight - moderate,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,370.0,,,,,,
GU 141,,slight,,120.0,65.0,,245.0,1.85,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,185.0,,,,,,
GU 142,,slight - moderate,,150.0,70.0,,345.0,2.14,SAL87A,moderate,acuminate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,230.0,,,,,,
GU 143,,slight,,140.0,90.0,,425.0,1.56,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,315.0,,,,,,
GU 144,,slight,,130.0,75.0,,300.0,1.73,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,190.0,,,,,,
GU 145,,very slight,,120.0,70.0,,240.0,1.71,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,175.0,,,,,,
GU 146,,slight - moderate,,150.0,90.0,,460.0,1.67,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,345.0,,,,,,
GU 147,,very slight - slight,,140.0,85.0,,410.0,1.65,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,260.0,,,,,,
GU 148,,slight,,160.0,85.0,,475.0,1.88,SAL87A,absent,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,355.0,,,,,,
GU 149,,very slight,,170.0,85.0,,495.0,2.00,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,335.0,,,,,,
GU 150,,intense,,135.0,85.0,,365.0,1.59,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,315.0,,,,,,
GU 151,,slight,,125.0,75.0,,260.0,1.67,SAL87A,moderate,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,200.0,,,,,,
GU 152,,moderate,,155.0,95.0,,555.0,1.63,SAL87A,moderate,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,430.0,,,,,,
GU 153,,slight - moderate,,150.0,75.0,,390.0,2.00,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,275.0,,,,,,
GU 154,,moderate - intense,,150.0,80.0,,370.0,1.88,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,270.0,,,,,,
GU 155,,intense,,125.0,75.0,,310.0,1.67,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,250.0,,,,,,
GU 156,,moderate - intense,,145.0,80.0,,430.0,1.81,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,310.0,,,,,,
GU 157,,moderate,,140.0,80.0,,360.0,1.75,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,300.0,,,,,,
GU 158,,slight,,130.0,75.0,,310.0,1.73,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,200.0,,,,,,
GU 159,,moderate,,145.0,80.0,,335.0,1.81,SAL87A,slight,acuminate,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,290.0,,,,,,
GU 160,,slight - moderate,,170.0,85.0,,470.0,2.00,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,330.0,,,,,,
GU 161,,very slight - slight,,140.0,85.0,,400.0,1.65,SAL87A,slight - moderate,mammillate,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,265.0,,,,,,
GU 162,,slight,,110.0,75.0,,225.0,1.47,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,170.0,,,,,,
GU 163,,very slight,,140.0,85.0,,355.0,1.65,SAL87A,slight,mammillate,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,250.0,,,,,,
GU 164,,very slight - slight,,145.0,90.0,,380.0,1.61,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,280.0,,,,,,
GU 165,,slight,,90.0,70.0,,155.0,1.29,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,120.0,,,,,,
GU 166,,slight,,135.0,90.0,,380.0,1.50,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,240.0,,,,,,
GU 167,,slight - moderate,,120.0,75.0,,225.0,1.60,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,165.0,,,,,,
GU 168,,moderate,,130.0,80.0,,280.0,1.63,SAL87A,very slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,200.0,,,,,,
GU 169,,slight,,130.0,90.0,,410.0,1.44,SAL87A,very slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,285.0,,,,,,
GU 170,,slight - moderate,,100.0,90.0,,400.0,1.67,SAL87A,very slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,305.0,,,,,,
GU 171,,slight - moderate,,100.0,80.0,,220.0,1.25,SAL87A,slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,180.0,,,,,,
GU 172,,very slight,,135.0,85.0,,335.0,1.59,SAL87A,slight,-,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,220.0,,,,,,
GU 173,,very slight,,140.0,80.0,,295.0,1.75,SAL87A,slight,mammillate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,215.0,,,,,,
GU 174,,very slight - slight,,160.0,90.0,,375.0,1.78,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,255.0,,,,,,
GU 175,,slight - moderate,,130.0,80.0,,270.0,1.63,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,190.0,,,,,,
GU 176,,slight,,110.0,80.0,,225.0,1.38,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,170.0,,,,,,
GU 177,,very slight,,100.0,80.0,,180.0,1.25,SAL87A,moderate,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,120.0,,,,,,
GU 178,,slight - moderate,,190.0,85.0,,465.0,2.24,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,350.0,,,,,,
GU 179,,slight - moderate,,170.0,85.0,,330.0,2.00,SAL87A,moderate,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,250.0,,,,,,
GU 180,,slight - moderate,,200.0,100.0,,605.0,2.00,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,425.0,,,,,,
GU 181,,slight - moderate,,155.0,90.0,,395.0,1.72,SAL87A,moderate,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,265.0,,,,,,
GU 182,,very slight - slight,,135.0,90.0,,350.0,1.50,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,265.0,,,,,,
GU 183,,very slight,,165.0,100.0,,510.0,1.65,SAL87A,moderate,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,370.0,,,,,,
GU 184,,moderate - intense,,140.0,85.0,,380.0,1.65,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,255.0,,,,,,
GU 185,,moderate,,140.0,85.0,,360.0,1.65,SAL87A,moderate,mammillate,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,240.0,,,,,,
GU 186,,moderate,,155.0,90.0,,435.0,1.72,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,300.0,,,,,,
GU 187,,moderate,,150.0,85.0,,370.0,1.76,SAL87A,moderate,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,290.0,,,,,,
GU 188,,slight,,155.0,90.0,,420.0,1.72,SAL87A,slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,270.0,,,,,,
GU 189,,slight,,145.0,90.0,,405.0,1.61,SAL87A,slight,-,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,300.0,,,,,,
GU 190,,slight,,160.0,90.0,,400.0,1.78,SAL87A,moderate,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,310.0,,,,,,
GU 191,,very slight,,150.0,75.0,,180.0,1.47,SAL87A,slight - moderate,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,160.0,,,,,,
GU 192,,moderate,,140.0,80.0,,350.0,1.88,SAL87A,slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,280.0,,,,,,
GU 193,,slight - moderate,,120.0,80.0,,280.0,1.75,SAL87A,slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,240.0,,,,,,
GU 194,,very slight,,105.0,80.0,,275.0,1.50,SAL87A,very slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,225.0,,,,,,
GU 195,,very slight,,130.0,85.0,,200.0,1.31,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,150.0,,,,,,
GU 196,,slight - moderate,,130.0,80.0,,295.0,1.53,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,210.0,,,,,,
GU 197,,slight - moderate,,130.0,80.0,,240.0,1.63,SAL87A,slight,acute,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,190.0,,,,,,
GU 198,,very slight,,130.0,80.0,,320.0,1.63,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,225.0,,,,,,
GU 199,,moderate,,120.0,80.0,,235.0,1.50,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,150.0,,,,,,
GU 200,,moderate,,100.0,75.0,,220.0,1.33,SAL87A,slight,rounded,,"prominant ridges evenly spaced (GUY___DC, 2 and 1)",,160.0,,,,,,
GU 201,,slight,,90.0,60.0,,125.0,1.50,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,85.0,,,,,,
GU 202,,slight,,85.0,55.0,,130.0,1.55,SAL87A,slight,rounded,,"indistinct ridges evenly spaced (GUY___DC, 1 and 1",,90.0,,,,,,
GU 203,,moderate,,115.0,80.0,,290.0,1.44,SAL87A,slight,mammillate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,200.0,,,,,,
GU 204,,slight,,95.0,65.0,,130.0,1.46,SAL87A,moderate,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,105.0,,,,,,
GU 205,,very slight - slight,,135.0,90.0,,405.0,1.50,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,285.0,,,,,,
GU 206,,very slight - slight,,155.0,90.0,,440.0,1.72,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,310.0,,,,,,
GU 207,,very slight - slight,,140.0,85.0,,380.0,1.65,SAL87A,very slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,250.0,,,,,,
GU 208,,slight - moderate,,160.0,90.0,,555.0,1.78,SAL87A,very slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,385.0,,,,,,
GU 209,,slight,,110.0,85.0,,260.0,1.29,SAL87A,moderate,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,180.0,,,,,,
GU 210,,moderate,,105.0,80.0,,235.0,1.31,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,195.0,,,,,,
GU 211,,very slight - slight,,145.0,85.0,,410.0,1.71,SAL87A,slight,-,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,270.0,,,,,,
GU 212,,moderate,,95.0,70.0,,190.0,1.36,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,125.0,,,,,,
GU 213,,slight - moderate,,100.0,70.0,,180.0,1.43,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,100.0,,,,,,
GU 214,,very slight - slight,,110.0,75.0,,225.0,1.47,SAL87A,slight - moderate,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,150.0,,,,,,
GU 215,,slight,,140.0,75.0,,250.0,1.87,SAL87A,moderate,acuminate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,180.0,,,,,,
GU 216,,very slight,,125.0,80.0,,265.0,1.56,SAL87A,slight,-,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,185.0,,,,,,
GU 217,,very slight,,115.0,75.0,,240.0,1.53,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,190.0,,,,,,
GU 218,,very slight - slight,,105.0,70.0,,180.0,1.50,SAL87A,slight,mammillate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,125.0,,,,,,
GU 219,,very slight - slight,,105.0,70.0,,160.0,1.50,SAL87A,moderate,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,90.0,,,,,,
GU 220,,very slight - slight,,110.0,70.0,,190.0,1.57,SAL87A,strong,mammillate,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,145.0,,,,,,
GU 221,,moderate,,140.0,90.0,,350.0,1.56,SAL87A,moderate,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,260.0,,,,,,
GU 222,,moderate,,110.0,75.0,,175.0,1.47,SAL87A,slight,acute,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,115.0,,,,,,
GU 223,,slight,,100.0,70.0,,180.0,1.43,SAL87A,slight,rounded,,"prominant ridges arranged in pairs (GUY___DC, 2 an",,145.0,,,,,,
GU 224,,very slight - slight,,95.0,70.0,,180.0,1.36,SAL87A,slight,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,120.0,,,,,,
GU 225,,very slight,,130.0,90.0,,325.0,1.44,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,210.0,,,,,,
GU 226,,very slight,,120.0,80.0,,240.0,1.50,SAL87A,slight,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,140.0,,,,,,
GU 227,,slight - moderate,,105.0,80.0,,235.0,1.31,SAL87A,absent,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,130.0,,,,,,
GU 228,,slight,,180.0,100.0,,550.0,1.80,SAL87A,moderate,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,410.0,,,,,,
GU 229,,slight,,160.0,90.0,,340.0,1.78,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,250.0,,,,,,
GU 230,,very slight,,110.0,80.0,,200.0,1.38,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,145.0,,,,,,
GU 231,,very slight,,110.0,85.0,,240.0,1.29,SAL87A,slight,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,150.0,,,,,,
GU 232,,slight,,130.0,75.0,,225.0,1.73,SAL87A,moderate,-,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,170.0,,,,,,
GU 233,,moderate,,140.0,75.0,,250.0,1.87,SAL87A,moderate,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,180.0,,,,,,
GU 234,,slight,,150.0,80.0,,370.0,1.88,SAL87A,moderate,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,260.0,,,,,,
GU 235,,slight,,145.0,90.0,,340.0,1.61,SAL87A,moderate,rounded,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,240.0,,,,,,
GU 236,,moderate,,140.0,80.0,,335.0,1.75,SAL87A,slight,-,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,260.0,,,,,,
GU 237,,moderate,,140.0,80.0,,290.0,1.75,SAL87A,slight,acute,,"indistinct ridges arranged in pairs (GUY___DC, 1 a",,210.0,,,,,,
